t,x,y,z,Gx,Gy,Gz,FillX,FillY,FillZ
0.04,	35.2969618448,	43.3185872471,	0,	3646.78778626,	-5333.0280916,	-192.001221374,	36.9052934769,	-93.9783982942,	-192.001221374
0.04,	35.2969618448,	43.3185872471,	0,	3648.55422901,	-5337.16256489,	-189.630778626,	38.5367452498,	-92.4556132236,	-189.630778626
0.04,	45.2579572139,	-44.1791719683,	0,	3650.32067176,	-5341.29703817,	-189.119877863,	40.5013787665,	-94.4936499246,	-189.119877863
0.04,	45.2579572139,	-44.1791719683,	0,	3652.0871145,	-5345.43151145,	-188.608977099,	42.3874269426,	-96.4501651575,	-188.608977099
0.04,	11.5520041996,	72.0711795547,	0,	3653.85355725,	-5352.3699542,	-189.17929771,	42.849795071,	-96.3702164072,	-189.17929771
0.04,	11.5520041996,	72.0711795547,	0,	3655.62,	-5359.30839695,	-189.749618321,	43.2936684743,	-96.2934656068,	-189.749618321
0.04,	11.5520041996,	72.0711795547,	0,	3657.38644275,	-5366.24683969,	-190.319938931,	43.7197869415,	-96.2197848385,	-190.319938931
0.04,	4.96929367958,	-49.2423852984,	0,	3659.1528855,	-5365.19077863,	-190.890259542,	43.8655522492,	-93.326870231,	-190.890259542
0.04,	4.96929367958,	-49.2423852984,	0,	3660.91932824,	-5364.13471756,	-191.460580153,	44.0054869446,	-90.5496722077,	-191.460580153
0.04,	0.165618726876,	-21.1592988063,	0,	3662.68577099,	-5368.05941985,	-192.030900763,	43.947677254,	-91.5417714701,	-192.030900763
0.04,	0.165618726876,	-21.1592988063,	0,	3664.45221374,	-5371.98412214,	-192.601221374,	43.8921799511,	-92.4941867621,	-192.601221374
0.04,	0.165618726876,	-21.1592988063,	0,	3666.21865649,	-5375.90882443,	-193.171541985,	43.8389025403,	-93.4085054423,	-193.171541985
0.04,	50.1414779586,	-25.8492262603,	0,	3667.98509924,	-5383.49337405,	-193.741862595,	45.7867905952,	-97.9873019086,	-193.741862595
0.04,	50.1414779586,	-25.8492262603,	0,	3669.75154198,	-5391.07792366,	-194.312183206,	47.6567631279,	-102.382946516,	-194.312183206
0.04,	4.99008815703,	-49.4145364682,	0,	3671.51798473,	-5388.33575573,	-194.882503817,	47.6458811672,	-97.631728893,	-194.882503817
0.04,	4.99008815703,	-49.4145364682,	0,	3673.28442748,	-5385.59358779,	-195.452824427,	47.635434485,	-93.0705599746,	-195.452824427
0.04,	-41.2255001073,	10.9570107399,	0,	3675.05087023,	-5389.80653435,	-196.023145038,	45.7767821395,	-92.9538858483,	-196.023145038
0.04,	-41.2255001073,	10.9570107399,	0,	3676.81731298,	-5394.01948092,	-196.593465649,	43.9924758878,	-92.8418786871,	-196.593465649
0.04,	-41.2255001073,	10.9570107399,	0,	3678.58375573,	-5398.23242748,	-197.16378626,	42.2795418861,	-92.7343518123,	-197.16378626
0.04,	4.94785256582,	53.2685328944,	0,	3680.35019847,	-5402.44537405,	-197.73410687,	42.4820593515,	-90.9386651263,	-197.73410687
0.04,	4.94785256582,	53.2685328944,	0,	3682.11664122,	-5406.65832061,	-198.304427481,	42.6764761182,	-89.2148059078,	-198.304427481
0.04,	-40.38233285,	-45.662482922,	0,	3685.13316031,	-5410.87126718,	-198.874748092,	42.2499820801,	-91.5171416906,	-198.874748092
0.04,	-40.38233285,	-45.662482922,	0,	3688.14967939,	-5415.08421374,	-199.445068702,	41.8405478035,	-93.7273840422,	-199.445068702
0.04,	-40.38233285,	-45.662482922,	0,	3698.42360305,	-5419.29716031,	-200.015389313,	48.4145992949,	-95.8492166997,	-200.015389313
0.04,	17.9007142143,	49.4458891423,	0,	3708.69752672,	-5423.51010687,	-200.585709924,	57.0570106093,	-94.0818411683,	-200.585709924
0.04,	17.9007142143,	49.4458891423,	0,	3718.97145038,	-5427.72305344,	-201.156030534,	65.353725471,	-92.3851606581,	-201.156030534
0.04,	5.88802266362,	5.91741020236,	0,	3723.84201527,	-5431.936,	-201.726351145,	67.6508396488,	-92.497486526,	-201.726351145
0.04,	5.88802266362,	5.91741020236,	0,	3728.71258015,	-5436.14894656,	-202.296671756,	69.8560692595,	-92.6053193592,	-202.296671756
0.04,	-25.8777642538,	61.7427709555,	0,	3725.75841221,	-5440.36189313,	-202.866992366,	63.1907146976,	-90.4758244489,	-202.866992366
0.04,	-25.8777642538,	61.7427709555,	0,	3722.80424427,	-5444.57483969,	-203.437312977,	56.7919743181,	-88.431509335,	-203.437312977
